City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
480,Ishim,RU,56.1128,69.4902,34.05,81,91,11.03,overcast clouds
481,Thompson,CA,55.7435,-97.8558,23.0,68,90,11.5,overcast clouds
482,Auki,SB,-8.7676,160.7034,77.61,86,99,3.18,light rain
483,Chaman,PK,30.9236,66.4512,70.27,15,21,7.34,few clouds
484,Zima,RU,53.9202,102.0442,22.51,90,100,3.38,overcast clouds
485,Pravia,ES,43.4906,-6.1508,48.99,81,40,3.44,scattered clouds
486,Mulchen,CL,-37.7167,-72.2333,73.4,43,0,16.11,clear sky
487,Cap-Aux-Meules,CA,47.3821,-61.8597,41.0,87,100,17.27,overcast clouds
488,Kamyshevatskaya,RU,46.4132,37.9563,47.64,89,100,7.67,overcast clouds
489,Jiuquan,CN,39.7432,98.5174,42.01,61,0,4.92,clear sky
490,Storforshei,NO,66.4043,14.5233,34.0,93,75,1.14,light snow
491,Villazon,BO,-22.0866,-65.5942,58.46,50,62,14.58,light rain
492,Alta Floresta,BR,-9.8756,-56.0861,82.4,69,20,2.3,few clouds
493,Santiago,CL,-33.4569,-70.6483,84.2,13,0,4.61,clear sky
494,Barra Patuca,HN,15.8,-84.2833,84.58,74,2,16.62,clear sky
495,Macau,MO,22.2006,113.5461,73.4,83,0,4.61,clear sky
496,Tambo,PE,-14.8,-73.9167,39.87,90,100,4.81,overcast clouds
497,Yokadouma,CM,3.5167,15.05,71.11,97,100,1.19,moderate rain
498,Mwinilunga,ZM,-11.7358,24.4293,64.31,79,100,2.82,overcast clouds
499,Balta,UA,47.9355,29.6198,46.31,53,0,4.68,clear sky
500,Patan,NP,27.6667,85.3333,59.0,55,75,3.44,broken clouds
501,Nadym,RU,65.5333,72.5167,33.69,90,100,19.64,overcast clouds
502,Gat,IL,31.61,34.7642,55.0,85,1,7.0,clear sky
503,Menongue,AO,-14.6585,17.691,61.52,66,10,3.53,clear sky
504,Maceio,BR,-9.6658,-35.7353,71.6,100,90,4.61,mist
505,Severnyy,RU,50.677,36.5532,48.2,43,0,8.95,clear sky
506,Copiapo,CL,-27.3667,-70.3333,64.4,63,20,11.5,few clouds
507,Suslovo,RU,56.2167,88.1167,33.82,98,100,5.86,overcast clouds
508,Arrecife,ES,28.963,-13.5477,68.0,73,20,11.5,few clouds
509,Chingirlau,KZ,51.095,54.0814,48.51,87,53,10.13,broken clouds
510,Saint Anthony,US,45.0205,-93.218,55.4,62,90,11.5,overcast clouds
511,Changli,CN,39.7042,119.1506,46.92,94,100,4.56,overcast clouds
512,Muzhi,RU,65.3667,64.6667,31.5,77,37,12.86,scattered clouds
513,Kisaran,ID,2.9845,99.6158,72.88,97,94,2.89,overcast clouds
514,Iralaya,HN,15.0,-83.2333,86.0,79,75,13.8,smoke
515,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,66.0,77,100,3.0,overcast clouds
516,Liwale,TZ,-9.7667,37.9333,67.82,98,31,4.88,scattered clouds
517,Necochea,AR,-38.5473,-58.7368,64.99,75,0,7.0,clear sky
518,Gorom-Gorom,BF,14.4439,-0.2361,91.54,6,0,9.93,clear sky
519,Poum,NC,-20.2333,164.0167,77.11,86,100,11.39,overcast clouds
520,Colares,PT,38.7992,-9.4469,57.0,76,20,13.8,few clouds
521,Mazyr,BY,52.0495,29.2456,44.78,65,0,6.82,clear sky
522,Muravlenko,RU,63.7898,74.523,33.67,94,100,19.1,overcast clouds
523,Adre,TD,13.4667,22.2,80.65,11,2,17.47,clear sky
524,Beyneu,KZ,45.3167,55.2,57.04,43,0,12.15,clear sky
525,Rodez,FR,44.5,2.5833,39.2,93,90,11.5,overcast clouds
526,Xocali,AZ,39.913,46.7903,54.07,83,81,4.99,broken clouds
527,Dimitrovgrad,RU,54.2139,49.6184,39.2,100,90,11.18,mist
528,Kavaratti,IN,10.5669,72.642,82.92,68,3,4.61,clear sky
529,Yeppoon,AU,-23.1333,150.7333,64.4,48,1,5.75,clear sky
530,Lewisporte,CA,49.2499,-55.0482,42.8,93,90,26.46,mist
531,Kawambwa,ZM,-9.7915,29.0791,62.76,95,94,5.28,light rain
532,Fairbanks,US,64.8378,-147.7164,27.0,33,1,9.22,clear sky
533,San Matias,BO,-16.3667,-58.4,85.82,56,96,2.91,overcast clouds
534,Severo-Yeniseyskiy,RU,60.3725,93.0408,14.38,98,92,3.8,overcast clouds
535,Vicuna,CL,-30.0319,-70.7081,78.01,22,0,6.55,clear sky
536,Melilla,ES,35.2937,-2.9383,66.2,59,0,4.61,clear sky
537,Salekhard,RU,66.53,66.6019,31.39,83,71,16.2,broken clouds
538,Afonso Bezerra,BR,-5.4983,-36.5056,85.23,54,100,18.77,overcast clouds
539,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,76.8,89,94,2.15,overcast clouds
540,Angola,AO,-12.5,18.5,65.44,73,93,1.48,overcast clouds
541,Flin Flon,CA,54.7682,-101.865,32.0,69,90,9.22,overcast clouds
542,Ardakan,IR,32.31,54.0175,69.8,35,20,6.91,few clouds
543,Nouakchott,MR,18.0858,-15.9785,80.6,47,0,17.27,clear sky
544,Suntar,RU,62.1444,117.6319,-2.29,99,88,3.18,overcast clouds
545,Barber,CW,12.2833,-69.0667,84.2,70,20,11.5,few clouds
546,Sharjah,AE,25.3573,55.4033,87.8,38,0,6.91,clear sky
547,Beyne-Heusay,BE,50.6226,5.6644,37.99,80,20,8.05,few clouds
548,Gwembe,ZM,-16.4975,27.6069,59.7,70,0,2.33,clear sky
549,Eston,CA,51.1501,-108.7514,41.0,52,75,13.8,broken clouds
550,Russell,US,32.3502,-85.1999,78.8,31,1,12.66,clear sky
551,Kilindoni,TZ,-7.9139,39.6668,82.29,77,100,16.78,light rain
552,Bonnyville,CA,54.2668,-110.735,35.6,51,20,6.91,few clouds
553,Koumac,NC,-20.5667,164.2833,76.6,85,100,5.79,overcast clouds
554,Warri,NG,5.5167,5.75,79.21,86,88,4.83,overcast clouds
555,Banda Aceh,ID,5.5577,95.3222,79.43,80,4,3.04,clear sky
556,Acapulco,MX,16.8634,-99.8901,84.2,65,1,13.8,clear sky
557,Mount Isa,AU,-20.7333,139.5,64.4,32,0,12.66,clear sky
558,Ojinaga,MX,29.5667,-104.4167,89.6,8,1,5.75,clear sky
559,Saint-Prosper,CA,46.2117,-70.4811,59.0,29,2,8.05,clear sky
560,Baturaja,ID,-4.1333,104.1667,72.23,98,98,1.05,overcast clouds
561,Golyshmanovo,RU,56.3979,68.3728,34.48,77,79,12.3,broken clouds
562,Mana,GF,5.6592,-53.7767,79.29,81,46,5.68,scattered clouds
563,Pitimbu,BR,-7.4706,-34.8086,73.4,100,90,5.75,overcast clouds
564,Puro,PH,12.4841,123.3827,78.37,77,74,7.49,broken clouds
565,Osypenko,UA,46.9136,36.8253,45.0,100,100,1.01,overcast clouds
566,Okhotsk,RU,59.3833,143.3,18.3,79,100,14.36,overcast clouds
567,Almaznyy,RU,48.0448,40.045,46.4,100,75,11.18,broken clouds
568,Tauramena,CO,5.0183,-72.7492,80.94,66,99,4.07,overcast clouds
569,Det Udom,TH,14.906,105.0784,80.6,74,20,2.3,few clouds
570,Quelimane,MZ,-17.8786,36.8883,77.0,94,40,3.44,scattered clouds
571,Piano Di Sorrento,IT,40.631,14.416,55.99,100,100,3.22,overcast clouds
572,Sonoita,MX,31.85,-112.8333,90.0,9,100,16.67,overcast clouds
573,Pavlodar,KZ,52.3,76.95,28.4,86,0,8.95,clear sky
574,Barquisimeto,VE,10.0739,-69.3228,89.6,45,65,12.66,broken clouds
575,Santa Lucia,ES,27.9117,-15.5407,68.0,77,20,16.11,few clouds
576,Rosetta,EG,31.4044,30.4164,59.0,55,40,11.5,scattered clouds
577,Binzhou,CN,37.3667,118.0167,52.54,91,100,6.98,light rain
578,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,26.6,80,70,6.71,broken clouds
579,Cortez,US,37.3489,-108.5859,68.0,10,1,6.91,clear sky
580,Rasipuram,IN,11.4667,78.1667,79.7,70,87,4.92,overcast clouds
581,Kalmunai,LK,7.4167,81.8167,78.69,81,83,3.87,broken clouds
582,Abai,PY,-26.0333,-55.9333,72.37,95,86,9.4,overcast clouds
583,Ziro,IN,27.6333,93.8333,47.82,89,26,2.91,scattered clouds
584,Acajutla,SV,13.5928,-89.8275,93.2,38,20,2.3,few clouds
585,Sitka,US,57.0531,-135.33,37.4,81,90,3.4,overcast clouds
586,Aosta,IT,45.7667,7.4167,44.01,84,100,1.01,overcast clouds
587,Fayaoue,NC,-20.65,166.5333,78.58,83,98,8.52,overcast clouds
588,Bowen,AU,-20.0167,148.2333,69.8,83,75,11.5,broken clouds
589,Beidao,CN,34.5686,105.8933,48.56,89,100,1.68,overcast clouds
590,Wanning,CN,18.8003,110.3967,73.76,84,79,1.63,broken clouds
591,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,77,0,2.66,clear sky
592,Waingapu,ID,-9.6567,120.2641,75.88,84,68,4.74,broken clouds
593,Picota,PE,-6.9197,-76.3304,91.4,52,40,3.44,scattered clouds
594,Aba,NG,5.1066,7.3667,80.6,83,20,3.06,few clouds
595,Oranjestad,AW,12.524,-70.027,82.99,74,20,20.71,few clouds
596,Namibe,AO,-15.1961,12.1522,80.11,69,65,3.38,broken clouds
597,Bud,US,39.447,-86.1758,50.0,91,100,1.01,light rain
598,Palizada,MX,18.25,-92.0833,86.0,70,1,10.36,clear sky
599,Oktyabrskoye,RU,43.0645,44.7417,44.6,93,54,4.47,broken clouds
600,Mareeba,AU,-17.0,145.4333,73.4,88,3,2.17,clear sky
601,Mogzon,RU,51.7435,111.9606,14.11,58,96,3.22,overcast clouds
602,Imbituba,BR,-28.24,-48.6703,80.6,69,0,9.22,clear sky
603,Saint-Joseph,RE,-21.3667,55.6167,77.0,78,0,6.91,clear sky
604,Wronki,PL,52.7105,16.3804,51.01,66,0,8.05,clear sky
605,Bereda,ES,43.2686,-7.5406,42.01,82,4,7.0,clear sky
606,Yamada,JP,39.4667,141.95,43.75,73,2,5.57,clear sky
607,Jalu,LY,29.0331,21.5482,62.47,20,4,10.54,clear sky
608,Forestville,US,38.8451,-76.875,78.8,41,20,6.91,few clouds
609,Gazojak,TM,41.1875,61.4036,57.7,43,0,13.49,clear sky
610,Jacareacanga,BR,-6.2222,-57.7528,80.44,86,73,1.86,broken clouds
611,Belmonte,BR,-15.8631,-38.8828,82.4,78,75,6.15,broken clouds
612,Xining,CN,36.6167,101.7667,37.81,68,51,3.11,broken clouds
613,Rusape,ZW,-18.5278,32.1284,56.28,95,0,3.85,clear sky
614,Claremore,US,36.3126,-95.6161,82.4,22,1,10.36,clear sky
615,Paragominas,BR,-2.9667,-47.4833,75.07,94,97,4.61,heavy intensity rain
616,Mandalgovi,MN,45.7625,106.2708,17.17,49,53,18.32,broken clouds
617,Fort Saint James,CA,54.4333,-124.25,40.96,45,92,3.33,overcast clouds
618,Ust-Nera,RU,64.5667,143.2,-13.5,99,99,6.42,overcast clouds
619,Calatayud,ES,41.3535,-1.6432,53.6,66,0,5.75,clear sky
620,Valdivia,CL,-39.8142,-73.2459,62.6,77,75,5.75,broken clouds
621,Santa Cruz Cabralia,BR,-16.2781,-39.0247,78.8,73,20,3.44,few clouds
622,Tigil,RU,57.8,158.6667,9.32,93,100,3.33,overcast clouds
623,Le Vauclin,MQ,14.5452,-60.8388,82.4,61,0,12.66,clear sky
624,Lewistown,US,40.5992,-77.5714,68.0,94,75,0.81,light rain
625,Watsa,CD,3.0372,29.5355,63.46,97,100,2.48,light rain
626,Rock Springs,US,41.5875,-109.2029,48.2,18,1,17.27,clear sky
627,Morden,CA,49.1919,-98.1014,53.6,37,98,10.07,overcast clouds
628,Alyangula,AU,-13.8483,136.4192,69.8,100,94,4.25,overcast clouds
629,Srikakulam,IN,18.3,83.9,78.8,83,1,6.13,clear sky
630,Yorosso,ML,12.3536,-4.7761,90.81,12,0,5.79,clear sky
631,Rio Gallegos,AR,-51.6226,-69.2181,57.2,35,0,13.8,clear sky
632,Mezhdurechensk,RU,53.6942,88.0603,27.23,97,50,1.72,scattered clouds
633,Aller,ES,43.1187,-5.5839,46.99,65,91,7.0,overcast clouds
634,Honningsvag,NO,70.9821,25.9704,33.8,80,90,24.16,rain and snow
635,Hasaki,JP,35.7333,140.8333,46.4,93,20,3.44,fog
636,Launceston,AU,-41.45,147.1667,42.8,70,90,0.43,overcast clouds
637,Pedro Ii,BR,-4.4247,-41.4586,71.87,86,100,3.49,overcast clouds
638,Suluq,LY,31.6682,20.2521,64.26,24,22,10.02,few clouds
639,Sao Sebastiao Do Cai,BR,-29.5867,-51.3756,75.2,78,75,13.8,broken clouds
640,Moen,NO,69.1304,18.6123,32.0,93,90,13.8,light snow
641,Portland,US,45.5234,-122.6762,57.0,38,20,10.36,few clouds
642,Lasem,ID,-6.6922,111.4527,77.27,86,19,3.22,few clouds
643,Owando,CG,-0.4819,15.8999,71.8,96,85,2.3,overcast clouds
644,Bam,IR,29.106,58.357,76.14,16,15,10.69,few clouds
645,Awbari,LY,26.5921,12.7805,82.49,12,46,18.63,scattered clouds
646,Madona,LV,56.8533,26.217,44.24,93,99,6.06,overcast clouds
647,Lhokseumawe,ID,5.1801,97.1507,77.11,85,21,3.53,few clouds
648,Piranhas,BR,-16.4269,-51.8222,78.33,59,0,4.12,clear sky
649,Tra Vinh,VN,9.9347,106.3453,80.15,80,72,9.04,broken clouds
650,Aksay,RU,47.26,39.87,46.99,100,75,11.18,broken clouds
651,Pocone,BR,-16.2567,-56.6228,85.69,51,66,7.11,heavy intensity rain
652,Katherine,AU,-14.4667,132.2667,71.6,83,65,4.61,broken clouds
653,Grafton,US,42.207,-71.6856,48.0,76,90,12.66,overcast clouds
654,Hovd,MN,48.0056,91.6419,29.19,30,0,5.06,clear sky
655,Yulara,AU,-25.2406,130.9889,57.2,54,7,10.36,clear sky
656,Susacon,CO,6.2298,-72.6901,64.11,71,86,2.46,overcast clouds
657,Manaure,CO,11.7751,-72.4445,86.4,59,98,15.84,overcast clouds
658,Wichita Falls,US,33.9137,-98.4934,86.0,20,1,12.66,clear sky
659,Burnie,AU,-41.0667,145.9167,48.0,83,39,15.99,scattered clouds
660,Baijiantan,CN,45.6333,85.1833,51.94,22,0,3.47,clear sky
661,Caucaia,BR,-3.7361,-38.6531,80.01,89,20,4.61,few clouds
662,Dunedin,NZ,-45.8742,170.5036,57.99,81,49,1.01,scattered clouds
663,Masty,BY,53.4122,24.5387,51.33,56,100,14.09,overcast clouds
664,Sovetskiy,RU,61.3614,63.5842,33.39,91,16,7.49,few clouds
665,Lamar,US,33.6668,-95.5836,80.6,29,1,10.36,clear sky
666,Biryusinsk,RU,55.9634,97.8235,31.26,95,100,9.66,light snow
667,Candido Mota,BR,-22.7464,-50.3869,79.12,33,0,3.27,clear sky
668,Mibu,JP,36.4167,139.8,54.0,93,20,2.3,few clouds
669,Harduaganj,IN,27.95,78.1667,79.92,9,0,6.35,clear sky
670,Roura,GF,4.7263,-52.3274,84.2,74,0,6.91,clear sky
671,Shache,CN,38.4167,77.2406,55.29,24,26,4.7,scattered clouds
672,Beringovskiy,RU,63.05,179.3167,2.84,94,100,24.23,snow
673,Bayanday,RU,53.0661,105.5139,21.78,66,20,3.51,few clouds
674,Aswan,EG,24.0934,32.907,66.96,18,0,15.05,clear sky
675,Batemans Bay,AU,-35.7167,150.1833,54.0,57,3,3.0,clear sky
676,Barcelos,PT,41.5388,-8.6151,59.0,71,0,4.61,clear sky
677,Pacific Grove,US,36.6177,-121.9166,57.2,67,40,10.36,scattered clouds
678,Lomovka,RU,53.9194,58.3672,35.6,100,86,11.18,mist
679,Sanchor,IN,24.7553,71.7722,79.95,16,0,8.86,clear sky
680,Starachowice,PL,51.0374,21.0713,54.0,1,100,11.88,overcast clouds
681,Saint George,US,37.1041,-113.5841,84.0,9,1,6.91,clear sky
682,Elko,US,41.0002,-115.5012,57.0,19,1,14.97,clear sky
683,Sidi Ali,DZ,36.0998,0.4206,56.43,83,30,2.17,scattered clouds
684,Hun,LY,29.1268,15.9477,72.03,13,98,20.0,overcast clouds
685,Grand-Lahou,CI,5.1367,-5.0242,81.72,87,27,11.97,scattered clouds
686,Bintulu,MY,3.1667,113.0333,77.0,94,40,6.91,light rain
687,Lakefield,US,43.6775,-95.1717,55.99,50,1,21.85,clear sky
688,Santa Fe,AR,-31.6333,-60.7,64.78,66,98,9.53,overcast clouds
689,Abu Dhabi,AE,24.4667,54.3667,86.0,26,0,4.61,clear sky
690,Wad Madani,SD,14.4012,33.5199,87.24,9,0,17.09,clear sky
691,Ulladulla,AU,-35.35,150.4667,50.0,50,5,12.66,clear sky
692,Nouadhibou,MR,20.931,-17.0347,68.0,73,0,18.41,clear sky
693,Mayumba,GA,-3.432,10.6554,80.55,85,58,1.23,broken clouds
694,Fort Nelson,CA,58.8053,-122.7002,24.8,36,20,8.05,few clouds
695,Praia Da Vitoria,PT,38.7333,-27.0667,64.4,88,40,9.42,scattered clouds
696,Lerwick,GB,60.1545,-1.1494,35.6,75,51,10.36,broken clouds
697,Santa Cruz Del Sur,CU,20.7147,-77.9956,83.23,67,57,13.09,broken clouds
698,Karoi,ZW,-16.8099,29.6925,60.01,84,1,3.65,clear sky
699,Teya,RU,60.3778,92.6267,16.03,97,97,3.11,overcast clouds
700,Nioro,GM,13.35,-15.75,81.99,39,3,10.76,clear sky
701,Birjand,IR,32.8663,59.2211,64.4,17,0,9.22,clear sky
702,Hutchinson,US,38.0608,-97.9298,80.6,18,1,14.97,clear sky
703,Bastia,FR,42.6667,9.3333,59.0,82,90,3.44,overcast clouds
704,Ipixuna,BR,-1.7625,-48.8043,75.2,83,75,3.44,broken clouds
705,Montepulciano,IT,43.1017,11.7868,53.01,86,100,1.99,overcast clouds
706,Tripoli,LY,32.8752,13.1875,65.98,49,100,25.12,overcast clouds
707,Abonnema,NG,4.7084,6.7931,80.6,83,20,5.35,few clouds
708,Raga,SS,8.4596,25.678,85.15,28,100,1.77,overcast clouds
709,Karlstad,SE,59.3793,13.5036,32.0,100,75,11.5,snow
710,Karaton,ID,-6.3424,106.1045,78.01,83,20,3.44,few clouds
711,Pindiga,NG,9.9833,10.9333,88.84,32,95,6.11,overcast clouds
712,San Policarpo,PH,12.1791,125.5072,77.47,85,100,7.54,overcast clouds
713,Tatarsk,RU,55.219,75.9828,26.33,98,91,7.14,overcast clouds
714,Camargo,MX,27.6667,-105.1667,86.25,7,100,5.44,overcast clouds
715,Bom Conselho,BR,-9.1697,-36.6797,69.31,91,100,6.98,light rain
716,Karasjok,NO,69.4719,25.5112,33.8,69,20,21.85,few clouds
717,Katete,UG,-0.7818,29.7544,60.1,87,28,3.78,scattered clouds
718,Svetlogorsk,BY,52.6333,29.7333,45.68,67,0,6.62,clear sky
719,Benghazi,LY,32.1167,20.0667,62.62,46,25,11.39,scattered clouds
720,Viedma,AR,-40.8135,-62.9967,69.93,31,0,7.96,clear sky
721,Varlamovo,RU,53.1897,48.4226,45.57,93,100,6.6,overcast clouds
722,Jati,PK,24.3539,68.2671,79.05,60,0,14.07,clear sky
723,Ust-Kuyga,RU,70.0167,135.6,-15.84,97,64,6.6,broken clouds
